Trial	Stimulus	ExportStartTrialTimems	ExportEndTrialTimems	Participant	Color	CategoryGroup	Category	EyeLR	AOIName	AOIGroup	AOIScope	AOIOrder	AOISizepx	AOICoverage	TimetoFirstAppearancems	AppearanceCount	VisibleTimems	VisibleTime	Index	EventStartTrialTimems	EventEndTrialTimems	EventDurationms	FixationPositionXpx	FixationPositionYpx	FixationAveragePupilSizeXpx	FixationAveragePupilSizeYpx	FixationAveragePupilDiametermm	FixationDispersionXpx	FixationDispersionYpx	MousePositionXpx	MousePositionYpx
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	43	35	Local	1	147804	7.1	0	1	113678.7	100	315	99802.6	99934.6	132	1327.8	970.5	18.4	18.4	4.8	26	22.9	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	43	35	Local	1	147804	7.1	0	1	113678.7	100	319	101002.4	101258.4	256	1308.6	996.9	18.8	18.8	4.8	31.7	63.5	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	43	35	Local	1	147804	7.1	0	1	113678.7	100	321	101562.5	102246.4	684	1330.3	993.1	20.1	20.1	5	69.2	70.8	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	43	35	Local	1	147804	7.1	0	1	113678.7	100	322	102294.4	102518.4	224	1255.5	962.7	19.7	19.7	5	16.9	47.5	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	43	35	Local	1	147804	7.1	0	1	113678.7	100	323	102538.4	102686.4	148	1203.6	976.8	19.6	19.6	5	25.5	60.8	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	43	35	Local	1	147804	7.1	0	1	113678.7	100	324	102790.3	102866.2	75.9	1061.3	953.7	19.5	19.5	4.9	12.2	11.6	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	43	35	Local	1	147804	7.1	0	1	113678.7	100	325	102890.1	103174.3	284.2	1120.6	926.8	19.4	19.4	4.9	28.2	37.8	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	43	35	Local	1	147804	7.1	0	1	113678.7	100	327	103374.3	103510.3	136	1052	922	19.1	19.1	4.9	39.6	17.2	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	43	35	Local	1	147804	7.1	0	1	229908.3	100	677	226915.3	227175.3	260	1274.8	962	12.2	12.2	3.2	28	64	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	43	35	Local	1	147804	7.1	0	1	229908.3	100	678	227203.3	227427.3	224	1197.4	971.7	12.3	12.3	3.3	23	13.8	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	43	35	Local	1	147804	7.1	0	1	229908.3	100	679	227559.2	227651.2	92	1073	940.2	12.3	12.3	3.3	31.8	31.9	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	43	35	Local	1	147804	7.1	0	1	229908.3	100	680	227691.2	227887.3	196.1	982	937.4	12.2	12.2	3.3	33.7	34	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	43	35	Local	1	147804	7.1	0	1	229908.3	100	681	228051.2	228143.2	92	926.7	934.9	12.1	12.1	3.2	11.5	45.4	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	43	35	Local	1	147804	7.1	0	1	229908.3	100	682	228627.3	228687.3	60	1057.3	979.9	12.2	12.2	3.3	16.8	9.9	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	42	34	Local	2	40766	2	0	1	113678.7	100	312	98978.6	99150.7	172.1	1527.7	939.3	17	17	4.4	32.5	30.7	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	42	34	Local	2	40766	2	0	1	113678.7	100	313	99166.7	99358.6	191.9	1546.6	945.5	17.5	17.5	4.5	21.9	21.3	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	42	34	Local	2	40766	2	0	1	113678.7	100	314	99390.6	99778.6	388	1446.6	976	18.1	18.1	4.7	52.1	22.5	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	42	34	Local	2	40766	2	0	1	113678.7	100	316	99970.6	100242.5	271.9	1387.1	965.8	18.5	18.5	4.8	35.2	34.8	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	42	34	Local	2	40766	2	0	1	113678.7	100	317	100266.5	100350.5	84	1381.2	1019.3	18.6	18.6	4.8	20.4	30.6	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	42	34	Local	2	40766	2	0	1	113678.7	100	320	101286.4	101526.4	240	1411.2	1020.1	19.1	19.1	4.8	28.5	37.4	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	42	34	Local	2	40766	2	0	1	229908.3	100	670	225087.4	225223.3	135.9	1724.2	945.6	11.4	11.4	3.1	23.2	14.5	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	42	34	Local	2	40766	2	0	1	229908.3	100	672	225955.3	226183.3	228	1666.5	957.9	11.7	11.7	3.2	40	18.5	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	42	34	Local	2	40766	2	0	1	229908.3	100	673	226211.3	226327.3	116	1528.8	957.6	12.3	12.3	3.3	10.3	36.1	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	42	34	Local	2	40766	2	0	1	229908.3	100	674	226371.3	226423.3	52	1557	956.8	12.2	12.2	3.4	30.2	26.1	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	42	34	Local	2	40766	2	0	1	229908.3	100	675	226451.3	226699.3	248	1465.6	944.8	12.1	12.1	3.3	19.1	36	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	42	34	Local	2	40766	2	0	1	229908.3	100	676	226735.3	226879.3	144	1386.3	950.1	12.1	12.1	3.2	28	34.2	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	40	33	Local	3	38984	1.9	0	1	113678.7	100	299	94478.8	94802.9	324.1	406.6	842.8	16.3	16.3	4.2	49.1	25.4	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	40	33	Local	3	38984	1.9	0	1	113678.7	100	300	94858.9	94990.8	132	247.9	852.6	16.1	16.1	4.2	12.5	15.3	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	40	33	Local	3	38984	1.9	0	1	113678.7	100	301	95014.8	95514.8	500	321.3	853.8	16	16	4.2	39	25.5	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	40	33	Local	3	38984	1.9	0	1	113678.7	100	302	95538.8	95730.8	191.9	409.5	850.8	15.9	15.9	4.2	27.3	20.2	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	40	33	Local	3	38984	1.9	0	1	113678.7	100	303	95762.7	96610.7	848.1	257.5	838	16.5	16.5	4.3	46.8	37.4	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	40	33	Local	3	38984	1.9	0	1	113678.7	100	304	96638.7	96958.7	319.9	126.4	827.6	17.3	17.3	4.5	38.3	42.5	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	40	33	Local	3	38984	1.9	0	1	113678.7	100	305	96986.6	97150.6	164	152.9	829.2	17.5	17.5	4.6	45.7	15.9	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	40	33	Local	3	38984	1.9	0	1	229908.3	100	630	211376.2	211868.1	491.9	397.2	898	13.8	13.8	3.7	19.4	27.5	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	40	33	Local	3	38984	1.9	0	1	229908.3	100	632	212444.2	212616.2	172	273.8	828.6	13.7	13.7	3.7	49.2	29.3	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	40	33	Local	3	38984	1.9	0	1	229908.3	100	661	222083.5	222599.6	516	393.1	848.7	12.3	12.3	3.3	31.5	34.7	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	40	33	Local	3	38984	1.9	0	1	229908.3	100	666	223707.5	224055.5	348	393.1	851.4	12.1	12.1	3.3	49.1	18.9	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	40	33	Local	3	38984	1.9	0	1	229908.3	100	667	224087.5	224247.5	160	333	858	11.9	11.9	3.2	19.3	16.4	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	40	33	Local	3	38984	1.9	0	1	229908.3	100	668	224283.5	224559.5	276	253.3	864.2	11.7	11.7	3.2	41	21.3	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	40	33	Local	3	38984	1.9	0	1	229908.3	100	669	224627.5	224999.5	372	167.8	871.8	11.4	11.4	3.1	25.5	24.2	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	113678.7	100	288	90843.1	90915.1	72	968.6	863	16.2	16.2	4.2	12.1	51.4	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	113678.7	100	289	90947.1	91703	755.9	1035.1	849.6	16.1	16.1	4.2	42.5	34.2	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	113678.7	100	290	91727	91879	152	983.5	851.3	16.5	16.5	4.3	28.4	22.1	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	113678.7	100	291	91907	92691.1	784.1	901	857.3	16.8	16.8	4.3	35.5	24.1	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	113678.7	100	292	92723	92999	275.9	826.4	832.1	17.1	17.1	4.4	24.1	32	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	113678.7	100	293	93023	93174.9	152	745.1	835	17.2	17.2	4.5	25.4	16.2	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	113678.7	100	294	93202.9	93382.9	180	812.9	857.3	17.1	17.1	4.4	35.6	17.1	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	113678.7	100	295	93410.9	93706.9	296	699.4	849.6	17.1	17.1	4.4	24.7	31.9	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	113678.7	100	296	93730.9	94062.8	332	588.4	847.5	16.9	16.9	4.4	93.6	47.2	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	113678.7	100	297	94086.8	94222.9	136.1	460.1	829.5	16.7	16.7	4.4	27.6	18	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	113678.7	100	298	94246.9	94442.8	195.9	536.6	837.2	16.5	16.5	4.3	23.3	17.5	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	113678.7	100	328	103542.3	103690.3	148	949.6	909.5	19.1	19.1	4.9	30.8	20.5	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	607	204800.7	204944.7	144	1051.7	832.5	11.8	11.8	3.2	16.6	12.5	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	614	206500.5	206924.5	424	1019.8	879.8	13.4	13.4	3.6	51.9	74.4	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	615	206948.5	207044.4	96	1028.8	875.1	13.3	13.3	3.6	30.1	39.2	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	616	207132.5	207324.5	192	1061	879.1	13.2	13.2	3.5	6.7	41.9	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	617	207352.5	207648.4	295.9	960.3	857.4	13.6	13.6	3.7	20.5	41.1	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	618	207688.4	207828.4	140.1	1040.8	884.4	13.9	13.9	3.7	19.7	23.5	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	619	207864.5	208108.4	243.9	908.9	881.8	14.1	14.1	3.8	25.8	31	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	620	208132.4	208192.4	60	1051.1	884.7	14	14	3.8	23.8	21.1	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	621	208228.4	208792.4	564	925.8	874.7	14.1	14.1	3.8	68.3	30	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	622	208820.4	209244.4	424	871	873.5	14	14	3.8	32.6	32	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	624	209848.3	209976.3	128	813.9	860.7	13.3	13.3	3.6	15.8	50	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	625	210004.3	210092.3	88	817.7	864.8	13.3	13.3	3.6	16.8	10.3	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	626	210132.3	210268.2	136	698	896.8	13.3	13.3	3.6	14.4	32.6	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	627	210280.2	210432.2	152	697.3	888.8	13.2	13.2	3.5	19	51.3	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	628	210476.2	210756.3	280.1	608	895.2	13.3	13.3	3.6	24.3	42.5	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	629	210788.3	211348.1	559.8	532.3	899.2	13.7	13.7	3.7	61.8	34.9	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	631	212132.1	212376.1	244.1	762.5	860.3	14	14	3.8	27.1	32.1	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	640	214896.1	215120	224	940.7	870.5	13.6	13.6	3.7	24	35.3	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	641	215372	215596	224.1	1010.1	867.7	13.6	13.6	3.6	25.1	19.4	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	642	215620	215764	143.9	1049	894.3	13.6	13.6	3.7	25.9	26.5	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	643	216051.9	216351.8	299.9	1016	877.2	13.6	13.6	3.7	31.8	35	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	644	216383.9	216747.9	364	921.1	875.5	13.5	13.5	3.6	59.6	14.7	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	645	216771.9	217015.9	244	1037.2	883.4	13.4	13.4	3.6	22.4	37.3	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	650	218023.9	218787.8	763.9	1038.8	876.1	13.1	13.1	3.5	30.8	68	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	651	218803.8	218911.8	108	1019.6	846.8	12.6	12.6	3.4	4.6	40.9	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	652	218979.8	219183.8	204	1044.4	827	12.2	12.2	3.3	44.1	21.8	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	653	219215.8	219595.7	379.9	1027.2	826.5	11.8	11.8	3.2	41.1	35.1	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	658	221179.6	221595.6	416	545.1	834.5	12.2	12.2	3.3	33.3	25.7	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	659	221627.6	221703.6	76	486.1	837.1	12.3	12.3	3.3	18.1	3.6	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	662	222643.6	222791.6	148	622.9	834.7	12.2	12.2	3.3	18.3	35.9	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	664	223199.4	223443.5	244	603	839.7	12.3	12.3	3.3	32.3	44.8	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	39	32	Local	4	55088	2.7	0	1	229908.3	100	665	223475.5	223679.5	204	484.8	841.1	12.3	12.3	3.3	38.4	21.8	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	113678.7	100	274	86975.2	87095.2	120	1513.1	832.8	17.1	17.1	4.5	20	17	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	113678.7	100	277	87803.2	87943.3	140	1636.5	844.9	16.5	16.5	4.3	25.5	27	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	113678.7	100	278	87971.3	88319.2	347.9	1717.9	840.3	16.8	16.8	4.4	43.6	41.2	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	113678.7	100	279	88351.2	88495.2	144	1523.7	856.6	16.8	16.8	4.4	21.1	21.3	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	113678.7	100	280	88519.3	88839.1	319.9	1586	853.3	16.9	16.9	4.4	30.8	16.3	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	113678.7	100	281	88863.1	89199.1	336	1439.6	865.2	17	17	4.4	41.3	22.1	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	113678.7	100	282	89219.1	89515.1	296	1396.7	861.4	16.9	16.9	4.4	36.2	16.1	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	113678.7	100	283	89551.1	89675.1	124	1253	868.5	16.9	16.9	4.4	17.1	19.1	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	113678.7	100	284	89695.1	89887.1	192	1316.9	876.3	16.9	16.9	4.4	28.2	19.8	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	113678.7	100	285	89923.1	90275.1	352	1213.3	866.2	16.9	16.9	4.4	32	35	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	113678.7	100	286	90303.1	90431.1	128	1090.9	859.5	16.7	16.7	4.3	21.6	14.5	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	113678.7	100	287	90455.1	90655.1	200	1154.4	857.9	16.6	16.6	4.3	14.1	23	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	113678.7	100	311	98702.5	98942.6	240	1629.9	892	16.5	16.5	4.3	34.2	29.2	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	229908.3	100	594	199336.9	199516.9	180	1735	873.6	11.6	11.6	3.2	14.2	29.5	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	229908.3	100	596	200084.9	200628.8	543.9	1679.4	883.7	12.2	12.2	3.4	50.2	37.6	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	229908.3	100	599	202528.7	202840.6	311.9	1637.7	885.5	13.3	13.3	3.6	56	38	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	229908.3	100	600	202876.6	203328.6	451.9	1509.2	877.1	13.3	13.3	3.6	69.9	40.7	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	229908.3	100	601	203360.6	203760.6	400.1	1359.7	876.5	12.8	12.8	3.5	46.4	44	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	229908.3	100	602	203792.6	203908.6	116	1232.2	887	12.8	12.8	3.4	8.4	48.3	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	229908.3	100	603	203976.7	204076.7	100	1242.4	878.1	12.6	12.6	3.4	14.5	48.1	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	229908.3	100	604	204104.7	204192.7	88	1234	860.2	12.5	12.5	3.4	15	47.2	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	229908.3	100	605	204336.7	204392.7	56	1123.5	842.6	12.1	12.1	3.3	4.1	43.4	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	229908.3	100	608	204992.6	205212.6	219.9	1433.3	864.8	11.9	11.9	3.2	37.3	16.1	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	229908.3	100	609	205252.6	205384.5	132	1334.9	853.5	12.2	12.2	3.3	20.6	20.2	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	229908.3	100	610	205400.5	205588.5	188	1339	864.2	12.4	12.4	3.4	13	38.6	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	229908.3	100	611	205648.5	205784.5	136	1189.2	910.4	12.7	12.7	3.4	17	20.6	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	229908.3	100	613	206304.7	206464.5	159.9	1122.1	888.7	13	13	3.5	18.8	21.5	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	229908.3	100	634	212976.1	213444.1	468	1412.9	899.9	13	13	3.5	123.8	51.1	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	229908.3	100	636	213732.1	213943.9	211.8	1701.3	867.5	12.9	12.9	3.5	27	32.4	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	229908.3	100	637	213983.9	214311.9	328.1	1618.3	884.9	13	13	3.6	24.2	41.8	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	229908.3	100	638	214352	214591.9	240	1350.3	894.2	13.3	13.3	3.6	27.4	20.8	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	229908.3	100	639	214624	214864.1	240.1	1142.6	888.5	13.4	13.4	3.6	32.5	26.2	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	38	31	Local	5	58696	2.8	0	1	229908.3	100	683	229619.1	229907.1	288.1	1409.6	826.7	13.9	13.9	3.8	63.8	19.1	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	36	30	Local	6	41976	2	0	1	113678.7	100	268	85535.3	85891.3	356	453.2	757.4	16	16	4.2	73.3	44.8	-	-
