Trial	Stimulus	ExportStartTrialTimems	ExportEndTrialTimems	Participant	Color	CategoryGroup	Category	EyeLR	AOIName	AOIGroup	AOIScope	AOIOrder	AOISizepx	AOICoverage	TimetoFirstAppearancems	AppearanceCount	VisibleTimems	VisibleTime	Index	EventStartTrialTimems	EventEndTrialTimems	EventDurationms	FixationPositionXpx	FixationPositionYpx	FixationAveragePupilSizeXpx	FixationAveragePupilSizeYpx	FixationAveragePupilDiametermm	FixationDispersionXpx	FixationDispersionYpx	MousePositionXpx	MousePositionYpx
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	28	24	Local	12	68200	3.3	0	1	113678.7	100	208	67456.4	67596.5	140	454.3	604.8	14.8	14.8	3.9	17.6	18.4	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	28	24	Local	12	68200	3.3	0	1	113678.7	100	209	67616.5	68040.4	423.9	498.7	608	15.2	15.2	4	21.5	30.3	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	28	24	Local	12	68200	3.3	0	1	113678.7	100	210	68064.3	68412.3	347.9	419	613	15.7	15.7	4.1	41.7	34.3	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	28	24	Local	12	68200	3.3	0	1	113678.7	100	211	68436.3	69076.4	640.1	337.4	623.7	15.8	15.8	4.2	46.2	39.5	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	28	24	Local	12	68200	3.3	0	1	113678.7	100	212	69104.4	69448.3	343.9	257.2	617.8	16.2	16.2	4.3	76.8	26.1	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	28	24	Local	12	68200	3.3	0	1	113678.7	100	213	69476.3	69736.3	260	161.7	603.3	16.4	16.4	4.3	29.8	19.1	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	28	24	Local	12	68200	3.3	0	1	229908.3	100	515	171454.5	171622.5	168	718.3	586.6	12.8	12.8	3.5	20.7	24.6	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	28	24	Local	12	68200	3.3	0	1	229908.3	100	516	171642.5	171830.5	188	758.6	583.4	12.9	12.9	3.5	26.8	30.5	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	28	24	Local	12	68200	3.3	0	1	229908.3	100	517	171862.5	172058.5	196	651.3	602.1	12.8	12.8	3.5	17.9	37.2	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	28	24	Local	12	68200	3.3	0	1	229908.3	100	518	172098.5	172406.5	308	586.2	608.4	12.5	12.5	3.4	60.1	23.1	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	28	24	Local	12	68200	3.3	0	1	229908.3	100	519	172442.5	172902.5	460	474	608.5	12.2	12.2	3.3	90	31.7	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	28	24	Local	12	68200	3.3	0	1	229908.3	100	520	172942.5	173450.5	507.9	587.3	591.2	12	12	3.3	62.4	40.5	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	28	24	Local	12	68200	3.3	0	1	229908.3	100	521	173482.4	173730.4	247.9	485.6	595.5	12.1	12.1	3.3	32.4	21.3	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	28	24	Local	12	68200	3.3	0	1	229908.3	100	522	173762.4	174162.4	400	414.5	596.6	12.3	12.3	3.4	52.4	30.5	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	28	24	Local	12	68200	3.3	0	1	229908.3	100	523	174222.4	174362.4	140	342.6	597.4	12	12	3.3	16.7	26.1	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	28	24	Local	12	68200	3.3	0	1	229908.3	100	524	174406.4	174538.4	131.9	204.9	586.8	11.9	11.9	3.3	34.3	18	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	28	24	Local	12	68200	3.3	0	1	229908.3	100	525	174578.4	174738.4	160	261.8	598.7	11.7	11.7	3.2	23.6	25.2	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	28	24	Local	12	68200	3.3	0	1	229908.3	100	526	174770.4	174890.4	120	151.4	628.5	11.6	11.6	3.2	17.2	38.7	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	28	24	Local	12	68200	3.3	0	1	229908.3	100	527	175106.4	175258.4	152	263	604.7	11.4	11.4	3.1	33.2	16.9	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	28	24	Local	12	68200	3.3	0	1	229908.3	100	528	175290.4	175582.3	291.9	386	588	11.7	11.7	3.2	25.5	25.3	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	28	24	Local	12	68200	3.3	0	1	229908.3	100	529	175618.3	175986.3	368	190.3	615.2	11.9	11.9	3.3	35.6	59.8	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	28	24	Local	12	68200	3.3	0	1	229908.3	100	530	176014.3	176126.3	112	277	605	12.1	12.1	3.3	21.4	20.5	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	113678.7	100	150	49021.5	49265.5	244	1277.8	551.9	16.4	16.4	4.3	10.3	26.5	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	113678.7	100	151	49293.5	49477.3	183.8	1213.1	555.4	16.5	16.5	4.4	22.8	26.1	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	113678.7	100	152	49501.2	49697.3	196	1155.7	566.4	16.4	16.4	4.3	18	26.3	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	113678.7	100	153	49721.3	49981.3	260.1	1209.5	559.9	16	16	4.2	27.2	16.4	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	113678.7	100	154	50013.3	50437.3	424	1141.7	555.3	15.4	15.4	4.1	75.2	33.4	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	113678.7	100	190	60580.8	60772.8	192	1325.2	606.8	15.9	15.9	4.2	37.3	49.8	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	113678.7	100	193	61368.7	61664.7	296	1288.3	623.2	15.6	15.6	4.1	26.6	33.1	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	113678.7	100	194	61688.7	62300.7	612	1201.7	623	15.3	15.3	4	39.2	22.3	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	113678.7	100	195	62328.7	62868.7	540	1110.7	627.7	15.5	15.5	4.1	37.3	21.9	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	113678.7	100	196	62896.7	63452.4	555.7	1004	628.8	15.8	15.8	4.1	50.6	41.3	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	113678.7	100	197	63476.3	63604.4	128.1	876.9	627.9	15.9	15.9	4.2	12.8	22.5	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	113678.7	100	198	63640.5	63928.6	288.1	941.4	631.1	16	16	4.2	24.8	9.7	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	113678.7	100	199	63952.6	64480.5	527.9	859.2	635.1	15.7	15.7	4.1	28.8	38.5	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	113678.7	100	341	107944.1	108168.1	224	1119.3	557.2	17.2	17.2	4.7	31.5	35.8	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	113678.7	100	342	108200.1	108452	251.9	1043.5	573.4	17.2	17.2	4.7	37.9	36	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	113678.7	100	343	108472	108660	188.1	1057.1	595.2	17.2	17.2	4.7	24.7	35.8	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	113678.7	100	344	108684.1	108995.9	311.9	967.9	567.1	17.3	17.3	4.7	20.4	42.2	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	113678.7	100	345	109023.9	109311.8	287.9	851.5	552.2	17.6	17.6	4.8	11.7	29.8	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	113678.7	100	347	109643.9	109791.9	148	1130.7	624.6	17.5	17.5	4.7	25.7	42	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	113678.7	100	348	109823.9	110131.9	308	1250.8	631.3	17.5	17.5	4.7	28.7	36.1	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	113678.7	100	357	112983.8	113035.8	52	865.2	556.5	16.6	16.6	4.5	34.5	19.2	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	113678.7	100	358	113147.8	113675.5	527.7	857.8	574.5	17.3	17.3	4.6	35.2	50.6	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	229908.3	100	367	115245.8	115393.8	148	1269.8	589.6	12.1	12.1	3.3	19.8	12.6	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	229908.3	100	402	130253	130401	148	1273	587.8	14.4	14.4	4	21	15.1	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	229908.3	100	403	130425	130653	228	1330.5	606.7	14.4	14.4	4	18.8	36.6	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	229908.3	100	409	132732.8	133252.8	520	1336.6	613.8	14.3	14.3	3.9	25.9	51.8	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	229908.3	100	410	133276.8	133504.8	228	1294.4	595.5	14	14	3.9	33.6	36	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	229908.3	100	412	134136.8	134384.8	248	1303.9	597.5	14	14	3.8	18.9	31.4	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	229908.3	100	422	137944.6	138696.7	752.1	1299.9	593.7	12.4	12.4	3.4	95.3	99.1	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	229908.3	100	423	138736.7	139148.5	411.8	1211.7	591.1	12.4	12.4	3.4	54.1	44.1	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	229908.3	100	424	139176.4	139408.3	231.9	1140.9	587.7	12.2	12.2	3.3	18.5	23.2	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	229908.3	100	425	139444.4	139716.4	272	1059.1	584.6	12.2	12.2	3.3	24	54.6	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	229908.3	100	507	167874.8	168166.9	292	1327.5	611.2	13.1	13.1	3.6	36.9	32	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	229908.3	100	508	168194.9	168630.6	435.8	1246.3	617.2	12.9	12.9	3.5	41.5	34.5	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	229908.3	100	509	168666.6	168854.7	188.1	1112.3	610	12.8	12.8	3.5	65.4	20.5	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	229908.3	100	510	169082.7	169202.7	120	1114.1	580.2	12.6	12.6	3.4	12.3	30.6	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	229908.3	100	511	169238.7	169442.7	204	1030.1	582.9	12.8	12.8	3.5	18.8	21.7	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	229908.3	100	512	169486.7	170350.7	864	904.6	580.7	12.7	12.7	3.4	81.6	43.4	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	229908.3	100	513	170374.7	170666.5	291.8	945.4	568.6	12.8	12.8	3.5	23	34.4	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	27	23	Local	13	49016	2.4	0	1	229908.3	100	514	170706.5	171414.5	708	857.8	571.2	12.8	12.8	3.5	52.5	62.6	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	113678.7	100	173	55141.1	55389.1	247.9	207	521.8	16.2	16.2	4.3	22.1	20	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	113678.7	100	174	55417.1	55789.1	372.1	154.9	531.4	16.2	16.2	4.3	34.2	42.2	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	113678.7	100	175	55821.1	56109	287.9	102	531.9	16.2	16.2	4.3	26.3	20.5	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	113678.7	100	176	56133	56384.9	252	183.5	540.9	16.3	16.3	4.3	27	33.2	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	113678.7	100	177	56432.9	57045	612.1	131.1	533.5	16.8	16.8	4.5	46.2	48	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	113678.7	100	178	57069	57137	68	122.7	510.9	17.4	17.4	4.6	37.9	22.1	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	113678.7	100	179	57153	57209	56	132	509.2	17.5	17.5	4.7	27.2	13.6	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	113678.7	100	180	57241	57489	248	73.2	509.2	17.7	17.7	4.7	19.9	22.9	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	229908.3	100	281	87151.6	87307.4	155.8	244.4	458.7	13.7	13.7	3.7	22.9	24.9	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	229908.3	100	339	105462.3	105614.4	152.1	249.2	511.1	13.2	13.2	3.6	29.2	17.9	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	229908.3	100	340	105650.4	105862.4	212	123.9	506.7	13.1	13.1	3.6	35.6	16.7	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	229908.3	100	341	105886.4	106278.4	392	198.1	501	13.1	13.1	3.6	29	27.2	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	229908.3	100	342	106310.4	106486.4	176.1	87.9	492.2	13.1	13.1	3.6	37.8	36.8	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	229908.3	100	343	106510.5	106738.5	228	166	505.2	13.2	13.2	3.6	49.5	33.7	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	229908.3	100	344	106978.5	107198.4	219.9	247.4	505.6	13.6	13.6	3.7	27.1	28.8	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	229908.3	100	345	107222.4	107466.4	244	189.5	508.5	13.7	13.7	3.8	36.5	50.3	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	229908.3	100	346	107570.3	108230.3	660	78.4	521.3	13.4	13.4	3.7	48.6	38.1	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	229908.3	100	347	108266.3	108902.3	636	215.6	520.1	13.3	13.3	3.6	40.7	39.9	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	229908.3	100	348	108942.3	109014.3	72	158.4	510.9	13.4	13.4	3.7	24.7	17.1	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	229908.3	100	353	110270.2	110486.2	216	139.5	489.9	12.4	12.4	3.4	27	23	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	229908.3	100	354	110522.2	110638.2	116	80.2	497.1	12.4	12.4	3.4	17.3	12.4	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	229908.3	100	394	126305.2	126577.2	272	212.1	495.1	12.6	12.6	3.5	23.1	23.6	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	229908.3	100	395	126601.2	126953.3	352	135.9	504.9	13	13	3.6	31.6	31.3	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	229908.3	100	485	161703.2	162207.1	503.9	171.6	503.5	12.4	12.4	3.5	39.3	47.5	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	229908.3	100	486	162247.1	162351.1	104	94.9	503.6	12.4	12.4	3.5	41.2	48.1	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	229908.3	100	499	165851	165986.9	136	147.5	502.7	12.2	12.2	3.5	63.9	104.3	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	229908.3	100	500	166026.9	166186.9	160	213	507.1	12.5	12.5	3.5	45.1	66.6	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	25	21	Local	14	22072	1.1	0	1	229908.3	100	501	166218.9	166410.8	191.9	117.1	518	12.5	12.5	3.5	27.5	20.2	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	113678.7	100	130	41045.9	41193.9	148	981.8	468.4	16.1	16.1	4.3	22.2	15.9	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	113678.7	100	131	41217.9	41673.9	456	1046.5	467.8	16.2	16.2	4.3	30.1	26.2	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	113678.7	100	132	41701.9	42126	424.1	978.7	471.5	16.3	16.3	4.3	43.5	34.6	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	113678.7	100	133	42150	42465.9	315.9	944.3	462.6	16.3	16.3	4.3	20.1	28.8	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	113678.7	100	135	42929.7	43281.7	352	798.5	472.4	16	16	4.2	21.9	27.1	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	113678.7	100	136	43309.7	43729.8	420	706.7	467.5	15.9	15.9	4.2	32.4	42	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	113678.7	100	137	43757.8	44193.8	436	593.4	470.3	15.3	15.3	4.1	16.5	28.2	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	113678.7	100	138	44221.8	44369.8	148	486.1	473.2	14.9	14.9	3.9	11.3	47.2	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	113678.7	100	139	44389.8	44601.8	212	535.9	462.7	14.9	14.9	4	29.8	33.7	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	113678.7	100	157	50821.3	51377.3	556	1067.2	528.8	14.8	14.8	3.9	28.5	25.5	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	113678.7	100	158	51409.3	51549.3	140	932	541.8	14.5	14.5	3.8	19.1	34.6	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	113678.7	100	159	51569.3	51733.2	163.9	965.7	541.1	14.5	14.5	3.8	23.5	17.8	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	113678.7	100	160	51881.1	52129.3	248.2	877.9	504.3	14.6	14.6	3.9	22.2	77.4	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	113678.7	100	161	52157.3	52417.2	260	810.6	535.1	14.9	14.9	3.9	15.8	17.1	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	113678.7	100	162	52445.2	52569.2	124	692.1	544.8	15	15	4	16	20.5	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	113678.7	100	163	52589.2	52845.2	256	749.8	540.2	15	15	4	19.8	34.7	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	113678.7	100	164	52869.2	53341.3	472.1	652.1	537.3	15.5	15.5	4.1	23	37.3	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	113678.7	100	166	53541.2	53741.2	200	592.1	532	16	16	4.2	26.8	34.3	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	113678.7	100	168	53945.2	54253.1	307.9	554.5	545.7	16.4	16.4	4.4	18.3	23.8	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	113678.7	100	171	54817.1	54973.1	156	276.1	542	16.5	16.5	4.4	21.7	15.1	-	-
Trial001	RichText3.rtf	0	113678.7	1017	DarkOliveGreen	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	113678.7	100	172	54997.1	55113.2	116	317	528.1	16.4	16.4	4.4	21.6	28.2	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	229908.3	100	322	100134.8	100462.8	328	1008.6	491.2	13.6	13.6	3.6	32.2	28	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	229908.3	100	323	100490.8	100702.8	212	952.1	490.4	13.5	13.5	3.6	27.9	21.2	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	229908.3	100	324	100730.8	100862.7	131.9	1027.8	498.6	13.3	13.3	3.5	16.5	10.2	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	229908.3	100	325	100902.6	101078.7	176	828	511.6	13.1	13.1	3.5	30	15.5	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	229908.3	100	326	101122.7	101350.7	228.1	958.7	503.2	13	13	3.4	33.5	17.6	-	-
Trial001	RichText3.rtf	0	229908.3	1026	DeepPink	Eye	Fixation	Right	24	20	Local	15	74760	3.6	0	1	229908.3	100	327	101550.7	101723.3	172.6	825.5	488.7	12.8	12.8	3.4	13.9	39.9	-	-
